  0.244674E+01  0.290628E-01  0.712456E-01  0.158618E+00  0.279481E+00  0.749301E+00  0.907514E+00  0.102370E+01  0.106719E+01  0.122187E+01  0.138648E+01  0.151886E+01  0.175360E+01  0.202334E+01  0.206181E+01  0.220222E+01  0.226177E+01  0.230453E+01  0.240443E+01  0.244265E+01  0.256646E+01
  0.255757E+01  0.249196E-01  0.696701E-01  0.154343E+00  0.301796E+00  0.717897E+00  0.906129E+00  0.104093E+01  0.109005E+01  0.120334E+01  0.141998E+01  0.147070E+01  0.178581E+01  0.198041E+01  0.206626E+01  0.220741E+01  0.224687E+01  0.233541E+01  0.241194E+01  0.244714E+01  0.265075E+01
  0.261299E+01  0.798059E-02  0.833770E-01  0.148776E+00  0.313809E+00  0.729617E+00  0.961055E+00  0.101413E+01  0.107844E+01  0.116693E+01  0.142860E+01  0.142952E+01  0.177890E+01  0.199614E+01  0.202674E+01  0.221752E+01  0.229335E+01  0.229795E+01  0.244969E+01  0.245957E+01  0.262878E+01
  0.266840E+01 -0.157707E-01  0.991190E-01  0.152784E+00  0.327147E+00  0.742735E+00  0.986326E+00  0.101091E+01  0.106674E+01  0.113682E+01  0.139005E+01  0.143715E+01  0.176812E+01  0.198982E+01  0.201363E+01  0.221457E+01  0.224389E+01  0.233938E+01  0.246525E+01  0.251867E+01  0.266748E+01
  0.272382E+01 -0.430959E-01  0.116845E+00  0.163602E+00  0.341651E+00  0.756955E+00  0.958217E+00  0.103761E+01  0.105535E+01  0.112977E+01  0.135545E+01  0.144195E+01  0.175699E+01  0.195441E+01  0.203276E+01  0.219110E+01  0.219414E+01  0.237404E+01  0.249678E+01  0.257946E+01  0.266376E+01
  0.277923E+01 -0.715915E-01  0.136562E+00  0.179066E+00  0.357092E+00  0.771905E+00  0.930302E+00  0.102473E+01  0.104465E+01  0.116035E+01  0.132517E+01  0.144313E+01  0.174844E+01  0.191880E+01  0.205331E+01  0.215064E+01  0.215106E+01  0.240392E+01  0.253562E+01  0.261518E+01  0.266578E+01
  0.283465E+01 -0.998342E-01  0.158176E+00  0.197862E+00  0.373188E+00  0.786960E+00  0.902984E+00  0.996886E+00  0.103502E+01  0.120158E+01  0.129956E+01  0.144008E+01  0.174454E+01  0.188136E+01  0.207507E+01  0.210282E+01  0.211815E+01  0.242537E+01  0.256774E+01  0.259032E+01  0.294694E+01
  0.289006E+01 -0.127035E+00  0.181629E+00  0.219332E+00  0.389556E+00  0.801269E+00  0.876787E+00  0.966601E+00  0.102704E+01  0.123866E+01  0.127898E+01  0.143268E+01  0.174577E+01  0.184176E+01  0.205452E+01  0.209786E+01  0.209894E+01  0.241685E+01  0.255459E+01  0.258893E+01  0.276661E+01
  0.294548E+01 -0.152732E+00  0.206919E+00  0.242970E+00  0.405847E+00  0.813747E+00  0.851908E+00  0.936585E+00  0.102124E+01  0.126381E+01  0.126683E+01  0.142139E+01  0.174930E+01  0.180146E+01  0.201454E+01  0.209260E+01  0.212132E+01  0.235712E+01  0.256157E+01  0.260554E+01  0.283951E+01
  0.300089E+01 -0.176660E+00  0.233890E+00  0.268438E+00  0.421752E+00  0.823040E+00  0.828614E+00  0.907726E+00  0.101820E+01  0.125440E+01  0.128466E+01  0.140734E+01  0.174734E+01  0.176256E+01  0.199324E+01  0.209703E+01  0.214513E+01  0.227457E+01  0.241092E+01  0.259209E+01  0.262268E+01
  0.305631E+01 -0.198607E+00  0.262427E+00  0.295343E+00  0.436766E+00  0.807093E+00  0.827817E+00  0.880087E+00  0.101798E+01  0.125110E+01  0.129286E+01  0.139234E+01  0.172678E+01  0.173163E+01  0.199887E+01  0.210995E+01  0.216888E+01  0.218714E+01  0.263099E+01  0.264286E+01  0.335755E+01
  0.311172E+01 -0.218461E+00  0.292346E+00  0.323328E+00  0.450567E+00  0.787478E+00  0.827178E+00  0.853705E+00  0.102001E+01  0.125421E+01  0.129308E+01  0.137899E+01  0.169502E+01  0.170307E+01  0.202865E+01  0.209984E+01  0.212916E+01  0.219207E+01  0.266760E+01  0.267438E+01  0.308201E+01
  0.316714E+01 -0.236124E+00  0.323410E+00  0.352049E+00  0.462918E+00  0.769921E+00  0.820907E+00  0.828638E+00  0.102279E+01  0.126394E+01  0.128752E+01  0.137027E+01  0.166746E+01  0.166890E+01  0.201445E+01  0.207271E+01  0.214975E+01  0.216311E+01  0.221419E+01  0.269841E+01  0.272100E+01
  0.322255E+01 -0.251528E+00  0.355309E+00  0.381019E+00  0.473615E+00  0.754535E+00  0.804850E+00  0.809444E+00  0.102457E+01  0.127805E+01  0.128038E+01  0.136893E+01  0.163488E+01  0.164373E+01  0.193182E+01  0.208154E+01  0.212231E+01  0.218053E+01  0.223475E+01  0.273671E+01  0.277021E+01
  0.327797E+01 -0.264620E+00  0.387629E+00  0.409694E+00  0.482608E+00  0.741434E+00  0.782358E+00  0.793516E+00  0.102430E+01  0.126641E+01  0.130353E+01  0.137665E+01  0.160422E+01  0.162312E+01  0.185246E+01  0.200918E+01  0.217129E+01  0.220843E+01  0.225325E+01  0.278387E+01  0.282144E+01
  0.333339E+01 -0.275372E+00  0.419481E+00  0.437080E+00  0.489782E+00  0.730627E+00  0.761243E+00  0.774126E+00  0.102192E+01  0.125411E+01  0.133323E+01  0.139343E+01  0.157846E+01  0.160462E+01  0.177672E+01  0.194318E+01  0.221521E+01  0.226911E+01  0.284044E+01  0.287389E+01  0.312551E+01
  0.338880E+01 -0.283761E+00  0.449627E+00  0.462019E+00  0.495199E+00  0.722161E+00  0.742204E+00  0.753003E+00  0.101834E+01  0.124262E+01  0.136921E+01  0.141779E+01  0.155833E+01  0.158685E+01  0.170497E+01  0.188573E+01  0.225123E+01  0.226078E+01  0.228187E+01  0.290515E+01  0.292613E+01
  0.344422E+01 -0.289761E+00  0.475922E+00  0.482717E+00  0.498971E+00  0.716138E+00  0.726263E+00  0.732784E+00  0.101481E+01  0.123328E+01  0.141104E+01  0.144709E+01  0.154401E+01  0.156812E+01  0.163765E+01  0.183997E+01  0.227758E+01  0.228109E+01  0.229131E+01  0.297112E+01  0.297515E+01
  0.349963E+01 -0.293365E+00  0.494830E+00  0.496833E+00  0.501189E+00  0.712519E+00  0.715269E+00  0.717289E+00  0.101233E+01  0.122719E+01  0.145769E+01  0.147725E+01  0.153548E+01  0.154735E+01  0.157573E+01  0.180995E+01  0.229359E+01  0.229437E+01  0.229709E+01  0.301416E+01  0.301748E+01
  0.355505E+01 -0.294567E+00  0.501908E+00  0.501919E+00  0.501920E+00  0.711295E+00  0.711303E+00  0.711304E+00  0.101144E+01  0.122507E+01  0.149569E+01  0.149569E+01  0.153265E+01  0.153265E+01  0.153265E+01  0.179943E+01  0.229899E+01  0.229902E+01  0.229902E+01  0.303021E+01  0.303021E+01
